name,var_name,var_value,region,type,carrier,tech
back-up-elec,flow_out_bus,0.0,,dispatchable,electricity,source
back-up-elec,invest_costs_out_bus,0.0,,dispatchable,electricity,source
back-up-elec,invest_out_bus,0.0,,dispatchable,electricity,source
back-up-elec,summed_variable_costs_out_bus,0.0,,dispatchable,electricity,source
apv-system,flow_in_bus,5376.0,,,solar,mimo
apv-system,flow_in_energy,53760.0,,,solar,mimo
apv-system,flow_out_bus,16128.0,,,solar,mimo
apv-system,flow_out_bus,10752.0,,,solar,mimo
apv-system,flow_out_bus,21504.0,,,solar,mimo
sun,flow_out_energy,53760.0,,volatile,solar,sun
back-up-water,flow_out_bus,5376.0,,dispatchable,water,source
back-up-water,invest_costs_out_bus,0.0,,dispatchable,water,source
back-up-water,invest_out_bus,32.0,,dispatchable,water,source
biomass-excess,flow_in_bus,16128.0,,excess,,
demand,flow_in_bus,3562.39311508,,load,,
electricity-excess,flow_in_bus,7189.6068860000005,,excess,,
water-excess,flow_in_bus,21504.0,,excess,,
system,total_system_cost,0.0,,,,
