name,var_name,var_value,region,type,carrier,tech
apv-system,flow_in_bus,0.0,,,solar,mimo
apv-system,flow_in_bus,0.0,,,solar,mimo
apv-system,flow_in_energy,0.0,,,solar,mimo
apv-system,flow_out_bus,0.0,,,solar,mimo
apv-system,flow_out_bus,0.0,,,solar,mimo
apv-system,flow_out_bus,0.0,,,solar,mimo
sun,flow_out_energy,0.0,,dispatchable,solar,source
back-up-water,flow_out_bus,0.0,,dispatchable,water,source
rain,flow_out_bus,0.0,,dispatchable,water,source
back-up-water,invest_costs_out_bus,0.0,,dispatchable,water,source
rain,invest_costs_out_bus,0.0,,dispatchable,water,source
back-up-water,invest_out_bus,0.0,,dispatchable,water,source
rain,invest_out_bus,0.0,,dispatchable,water,source
biomass-excess,flow_in_bus,0.0,,excess,,
electricity-excess,flow_in_bus,0.0,,excess,,
water-excess,flow_in_bus,0.0,,excess,,
system,total_system_cost,0.0,,,,
