name,var_name,var_value,region,type,carrier,tech
back-up-elec,flow_out_bus,0.0,,dispatchable,electricity,source
back-up-elec,invest_costs_out_bus,0.0,,dispatchable,electricity,source
back-up-elec,invest_out_bus,0.0,,dispatchable,electricity,source
back-up-elec,summed_variable_costs_out_bus,0.0,,dispatchable,electricity,source
apv-system,flow_in_bus,126.0,,,solar,mimo
apv-system,flow_in_bus,84.0,,,solar,mimo
apv-system,flow_in_energy,42.0,,,solar,mimo
apv-system,flow_out_bus,210.0,,,solar,mimo
apv-system,flow_out_bus,168.0,,,solar,mimo
apv-system,flow_out_bus,252.0,,,solar,mimo
sun,flow_out_energy,42.0,,dispatchable,solar,source
sun,invest_costs_out_energy,0.0,,dispatchable,solar,source
sun,invest_out_energy,0.25,,dispatchable,solar,source
back-up-water,flow_out_bus,84.0,,dispatchable,water,source
rain,flow_out_bus,126.0,,dispatchable,water,source
back-up-water,invest_costs_out_bus,0.0,,dispatchable,water,source
rain,invest_costs_out_bus,0.0,,dispatchable,water,source
back-up-water,invest_out_bus,0.5,,dispatchable,water,source
rain,invest_out_bus,0.75,,dispatchable,water,source
biomass-excess,flow_in_bus,210.0,,excess,,
demand,flow_in_bus,168.0,,load,,
electricity-excess,flow_in_bus,0.0,,excess,,
water-excess,flow_in_bus,252.0,,excess,,
system,total_system_cost,0.0,,,,
