name,var_name,var_value,region,type,carrier,tech
back-up-elec,flow_out_bus,58194.264510133,,dispatchable,electricity,source
back-up-elec,invest_costs_out_bus,0.0,,dispatchable,electricity,source
back-up-elec,invest_out_bus,51.44214,,dispatchable,electricity,source
back-up-elec,summed_variable_costs_out_bus,5121.095276891703,,dispatchable,electricity,source
apv-system,flow_in_bus,142598561.17716917,,,solar,mimo
apv-system,flow_in_energy,755513861.2435559,,,solar,mimo
apv-system,flow_out_bus,57198249.97734499,,,solar,mimo
apv-system,flow_out_bus,27924098.22041399,,,solar,mimo
apv-system,flow_out_bus,0.07555138612435561,,,solar,mimo
sun,flow_out_energy,755513861.3632121,,volatile,solar,sun
back-up-water,flow_out_bus,142598561.17716917,,dispatchable,water,source
back-up-water,invest_costs_out_bus,0.0,,dispatchable,water,source
back-up-water,invest_out_bus,74929.311,,dispatchable,water,source
biomass-excess,flow_in_bus,57198249.97734499,,excess,,
demand,flow_in_bus,185424.009566056,,load,,
electricity-excess,flow_in_bus,27796868.49055536,,excess,,
water-excess,flow_in_bus,0.07555138612435561,,excess,,
system,total_system_cost,5121.095276891703,,,,
