name,var_name,var_value,region,type,carrier,tech
back-up-elec,flow_out_bus,104412.4168762903,,dispatchable,electricity,source
back-up-elec,invest_costs_out_bus,0.0,,dispatchable,electricity,source
back-up-elec,invest_out_bus,53.499141,,dispatchable,electricity,source
back-up-elec,summed_variable_costs_out_bus,52206.20843814515,,dispatchable,electricity,source
apv-system,flow_in_bus,63877.51249534034,,,solar,mimo
apv-system,flow_in_energy,31938.756262604456,,,solar,mimo
apv-system,flow_out_bus,127755.02493987976,,,solar,mimo
apv-system,flow_out_bus,95816.26872503103,,,solar,mimo
apv-system,flow_out_bus,159693.78123227568,,,solar,mimo
apv-system,invest_costs_out_bus,12543.0102708,,,solar,mimo
apv-system,invest_out_bus,43.643042,,,solar,mimo
sun,flow_out_energy,31938.756262604456,,volatile,solar,sun
sun,invest_costs_out_energy,0.0,,volatile,solar,sun
sun,invest_out_energy,0.013527749,,volatile,solar,sun
back-up-water,flow_out_bus,63877.51249534034,,dispatchable,water,source
back-up-water,invest_costs_out_bus,0.0,,dispatchable,water,source
back-up-water,invest_out_bus,29.095361,,dispatchable,water,source
back-up-water,summed_variable_costs_out_bus,6387.751249534034,,dispatchable,water,source
biomass-excess,flow_in_bus,127755.02493987976,,excess,,
demand,flow_in_bus,185424.009566056,,load,,
electricity-excess,flow_in_bus,14804.676010856,,excess,,
water-excess,flow_in_bus,159693.78123227568,,excess,,
system,total_system_cost,71136.96995847918,,,,
