name,var_name,var_value,region,type,carrier,tech
battery-storage,flow_in_elec,0.0,,storage,electricity,battery
battery-storage,flow_out_elec,0.0,,storage,electricity,battery
battery-storage,invest,0.0,,storage,electricity,battery
battery-storage,invest_costs,0.0,,storage,electricity,battery
battery-storage,invest_costs_in_elec,0.0,,storage,electricity,battery
battery-storage,invest_costs_out_elec,0.0,,storage,electricity,battery
battery-storage,invest_in_elec,0.0,,storage,electricity,battery
battery-storage,invest_out_elec,0.0,,storage,electricity,battery
battery-storage,storage_losses,0.0,,storage,electricity,battery
battery-storage,summed_variable_costs_out_elec,0.0,,storage,electricity,battery
inverter,flow_in_elec,756.34502,,conversion,electricity,inverter
inverter,flow_out_elec,680.710512,,conversion,electricity,inverter
inverter,invest_costs_out_elec,7.174855143206254e-12,,conversion,electricity,inverter
inverter,invest_out_elec,363.04561,,conversion,electricity,inverter
pv,flow_out_elec,756.34502,,volatile,electricity,pv
pv,invest_costs_out_elec,9.963235062510462e-11,,volatile,electricity,pv
pv,invest_out_elec,504.23001,,volatile,electricity,pv
pv,summed_variable_costs_out_elec,4.201916777777777e-09,,volatile,electricity,pv
backup-electricity-grid,flow_out_elec,0.0,,dispatchable,electricity,source
backup-electricity-grid,invest_costs_out_elec,0.0,,dispatchable,electricity,source
backup-electricity-grid,invest_out_elec,0.0,,dispatchable,electricity,source
backup-electricity-grid,summed_variable_costs_out_elec,0.0,,dispatchable,electricity,source
mimo,flow_in_bus,0.0,,,water,mimo
mimo,flow_in_elec,303.04561,,,water,mimo
mimo,flow_out_bus,90.913682,,,water,mimo
mimo,flow_out_bus,60.609122,,,water,mimo
mimo,invest_costs_out_bus,3.217345676005876e-11,,,water,mimo
mimo,invest_out_bus,60.609122,,,water,mimo
seawater-source,flow_out_bus,0.0,,dispatchable,water,source
seawater-source,invest_costs_out_bus,0.0,,dispatchable,water,source
seawater-source,invest_out_bus,0.0,,dispatchable,water,source
water-storage,flow_in_bus,30.609122,,storage,water,storage
water-storage,flow_out_bus,30.0,,storage,water,storage
water-storage,invest,30.609122,,storage,water,storage
water-storage,invest_costs,5.760352475497208e-13,,storage,water,storage
water-storage,invest_costs_in_bus,0.0,,storage,water,storage
water-storage,invest_costs_out_bus,0.0,,storage,water,storage
water-storage,invest_in_bus,30.609122,,storage,water,storage
water-storage,invest_out_bus,30.609122,,storage,water,storage
water-storage,storage_losses,0.6091219999999993,,storage,water,storage
water-storage,summed_variable_costs_out_bus,9.91711229946524e-10,,storage,water,storage
brine-excess,flow_in_bus,90.913682,,excess,,
permeate-demand,flow_in_bus,60.0,DE,load,,
elec-demand,flow_in_elec,120.0,DE,load,,
electricity-excess,flow_in_elec,257.664902,,excess,,
system,total_system_cost,5.33318470550022e-09,,,,
