name,var_name,var_value,region,type,carrier,tech
battery-storage,flow_in_elec,307.16701996599994,,storage,energy,battery
battery-storage,flow_out_elec,259.986166897,,storage,energy,battery
battery-storage,invest,0.91963817,,storage,energy,battery
battery-storage,invest_costs,786.2070318799999,,storage,energy,battery
battery-storage,invest_costs_in_elec,0.0,,storage,energy,battery
battery-storage,invest_costs_out_elec,0.0,,storage,energy,battery
battery-storage,invest_in_elec,0.91963817,,storage,energy,battery
battery-storage,invest_out_elec,0.91963817,,storage,energy,battery
battery-storage,storage_losses,47.180853068999966,,storage,energy,battery
battery-storage,summed_variable_costs_out_elec,51.9972333794,,storage,energy,battery
diesel-generator,flow_in_bus,0.0,,conversion,energy,diesel-generator
diesel-generator,flow_out_elec,0.0,,conversion,energy,diesel-generator
diesel-generator,invest_costs_out_elec,-0.0,,conversion,energy,diesel-generator
diesel-generator,invest_out_elec,-0.0,,conversion,energy,diesel-generator
inverter,flow_in_elec,213363.99654626002,,conversion,energy,inverter
inverter,flow_out_elec,200562.15673172,,conversion,energy,inverter
inverter,invest_costs_out_elec,51496.89185454545,,conversion,energy,inverter
inverter,invest_out_elec,101.88234,,conversion,energy,inverter
photovoltaics,flow_out_elec,213411.17741782,,volatile,energy,pv
photovoltaics,invest_costs_out_elec,76380.4803709091,,volatile,energy,pv
photovoltaics,invest_out_elec,142.13928,,volatile,energy,pv
diesel,flow_out_bus,0.0,,dispatchable,energy,source
solar-resource,flow_out_bus,0.0,,dispatchable,energy,source
wind-resource,flow_out_bus,0.0,,dispatchable,energy,source
electricity-grid,flow_out_elec,256848.690197484,,dispatchable,energy,source
diesel,invest_costs_out_bus,-0.0,,dispatchable,energy,source
solar-resource,invest_costs_out_bus,-0.0,,dispatchable,energy,source
wind-resource,invest_costs_out_bus,-0.0,,dispatchable,energy,source
electricity-grid,invest_costs_out_elec,0.0,,dispatchable,energy,source
diesel,invest_out_bus,-0.0,,dispatchable,energy,source
solar-resource,invest_out_bus,-0.0,,dispatchable,energy,source
wind-resource,invest_out_bus,-0.0,,dispatchable,energy,source
electricity-grid,invest_out_elec,74.14593,,dispatchable,energy,source
wind-turbine,flow_out_elec,0.0,,volatile,energy,wind-turbine
wind-turbine,invest_costs_out_elec,-0.0,,volatile,energy,wind-turbine
wind-turbine,invest_out_elec,-0.0,,volatile,energy,wind-turbine
condensed-water,flow_out_water,28.907999999999994,,volatile,water,ac-discharge
water-filtration-system,flow_in_elec,10494.1317896,,water-filtration,water,filtration
water-filtration-system,flow_in_water,10494.1317896,,water-filtration,water,filtration
water-filtration-system,flow_out_water,10494.1317896,,water-filtration,water,filtration
