name,var_name,var_value,region,type,carrier,tech
pv,flow_out_elec,1515.0306630436858,,volatile,electricity,pv
pv,invest_costs_out_elec,39146.7987016,,volatile,electricity,pv
pv,invest_out_elec,285.36812,,volatile,electricity,pv
battery-storage,flow_in_elec,794.018816,,storage,energy,battery
battery-storage,flow_out_elec,672.0575215,,storage,energy,battery
battery-storage,invest,730.49731,,storage,energy,battery
battery-storage,invest_costs,78097.4674121,,storage,energy,battery
battery-storage,invest_costs_in_elec,0.0,,storage,energy,battery
battery-storage,invest_costs_out_elec,0.0,,storage,energy,battery
battery-storage,invest_in_elec,730.49731,,storage,energy,battery
battery-storage,invest_out_elec,730.49731,,storage,energy,battery
battery-storage,storage_losses,121.96129450000001,,storage,energy,battery
diesel-generator,flow_in_bus,0.0,,conversion,energy,diesel-generator
diesel-generator,flow_out_elec,0.0,,conversion,energy,diesel-generator
inverter,flow_in_elec,1393.0693694000001,,conversion,energy,inverter
inverter,flow_out_elec,1253.7624346,,conversion,energy,inverter
inverter,invest_costs_out_elec,768.6263404800001,,conversion,energy,inverter
inverter,invest_out_elec,79.076784,,conversion,energy,inverter
diesel,flow_out_bus,0.0,,dispatchable,energy,source
solar-resource,flow_out_bus,0.0,,dispatchable,energy,source
wind-resource,flow_out_bus,0.0,,dispatchable,energy,source
electricity-grid,flow_out_elec,0.0,,dispatchable,energy,source
diesel,invest_costs_out_bus,-0.0,,dispatchable,energy,source
solar-resource,invest_costs_out_bus,-0.0,,dispatchable,energy,source
wind-resource,invest_costs_out_bus,-0.0,,dispatchable,energy,source
electricity-grid,invest_costs_out_elec,-0.0,,dispatchable,energy,source
diesel,invest_out_bus,-0.0,,dispatchable,energy,source
solar-resource,invest_out_bus,-0.0,,dispatchable,energy,source
wind-resource,invest_out_bus,-0.0,,dispatchable,energy,source
electricity-grid,invest_out_elec,-0.0,,dispatchable,energy,source
diesel,summed_variable_costs_out_bus,0.0,,dispatchable,energy,source
electricity-grid,summed_variable_costs_out_elec,0.0,,dispatchable,energy,source
water-filtration-system,flow_in_elec,29.93238348,,water-filtration,water,filtration
water-filtration-system,flow_in_water,29.93238348,,water-filtration,water,filtration
water-filtration-system,flow_out_water,29.93238348,,water-filtration,water,filtration
water-filtration-system,invest_costs_out_water,398.281430344,,water-filtration,water,filtration
water-filtration-system,invest_out_water,3.6379378,,water-filtration,water,filtration
water pump,flow_in_bus,0.0,,water-pump,water,pumping
water pump,flow_in_elec,0.0,,water-pump,water,pumping
water pump,flow_out_water,0.0,,water-pump,water,pumping
water pump,invest_costs_out_water,-0.0,,water-pump,water,pumping
water pump,invest_out_water,-0.0,,water-pump,water,pumping
rainwater-harvesting,flow_out_water,60.03209993307999,,volatile,water,rainwater-harvesting
rainwater-harvesting,invest_costs_out_water,5743.0586604,,volatile,water,rainwater-harvesting
rainwater-harvesting,invest_out_water,490.02207,,volatile,water,rainwater-harvesting
sw-ro,flow_in_bus,0.0,,,water,ro
sw-ro,flow_in_elec,0.0,,,water,ro
sw-ro,flow_out_bus,0.0,,,water,ro
sw-ro,flow_out_water,0.0,,,water,ro
sw-ro,invest_costs_in_bus,-0.0,,,water,ro
sw-ro,invest_in_bus,-0.0,,,water,ro
groundwater,flow_out_bus,0.0,,dispatchable,water,source
precipitation,flow_out_bus,0.0,,dispatchable,water,source
seawater-source,flow_out_bus,0.0,,dispatchable,water,source
bottled-water,flow_out_water,0.0,,dispatchable,water,source
condensed-water,flow_out_water,0.0,,dispatchable,water,source
water-truck,flow_out_water,0.0,,dispatchable,water,source
bottled-water,summed_variable_costs_out_water,0.0,,dispatchable,water,source
condensed-water,summed_variable_costs_out_water,0.0,,dispatchable,water,source
water-truck,summed_variable_costs_out_water,0.0,,dispatchable,water,source
drinking-water-storage,flow_in_water,29.831745479999995,,storage,water,storage
service-water-storage,flow_in_water,34.057331321679996,,storage,water,storage
drinking-water-storage,flow_out_water,28.650408,,storage,water,storage
service-water-storage,flow_out_water,32.708661410000005,,storage,water,storage
drinking-water-storage,invest,29.23511,,storage,water,storage
service-water-storage,invest,33.374842,,storage,water,storage
drinking-water-storage,invest_costs,547.2812591999999,,storage,water,storage
service-water-storage,invest_costs,1123.39718172,,storage,water,storage
drinking-water-storage,invest_costs_in_water,0.0,,storage,water,storage
service-water-storage,invest_costs_in_water,0.0,,storage,water,storage
drinking-water-storage,invest_costs_out_water,0.0,,storage,water,storage
service-water-storage,invest_costs_out_water,0.0,,storage,water,storage
drinking-water-storage,invest_in_water,29.23511,,storage,water,storage
service-water-storage,invest_in_water,33.374842,,storage,water,storage
drinking-water-storage,invest_out_water,29.23511,,storage,water,storage
service-water-storage,invest_out_water,33.374842,,storage,water,storage
drinking-water-storage,storage_losses,1.1813374799999963,,storage,water,storage
service-water-storage,storage_losses,1.3486699116799912,,storage,water,storage
brine-excess,flow_in_bus,0.0,,excess,,
elec-demand,flow_in_elec,1223.83005104,DE,load,,
electricity-excess,flow_in_elec,0.0,,excess,,
drinking-water-demand,flow_in_water,28.751046000000002,DE,load,,
service-water-demand,flow_in_water,28.751046000000002,CO,load,,
system,total_system_cost,125824.91098584398,,,,
